0.998839875,0.782306642
0.998843623,0.775410696
0.998843076,0.764445542
0.998840516,0.744730207
0.998835846,0.704964974
0.998829019,0.623416643
0.998820058,0.498187898
0.998809276,0.369874971
0.998797251,0.263628887
0.998784467,0.182007965
0.998771219,0.12092348
0.99875766,0.075623407
0.998743868,0.042098247
0.998729876,0.017249162
0.998715696,-0.001240065
0.99870133,-0.01507687
0.998686773,-0.025512642
0.998672019,-0.03346289
0.998657062,-0.039597175
0.998641896,-0.044405605
0.998626512,-0.048247321
0.998610906,-0.051385886
0.998595072,-0.054015062
0.998579005,-0.056277535
0.998562699,-0.058278527
0.99854615,-0.060095725
0.998529352,-0.061786584
0.998512302,-0.063393693
0.998494995,-0.064948705
0.998477426,-0.066475175
0.998459592,-0.067990652
0.998441489,-0.06950822
0.998423112,-0.071037747
0.998404458,-0.072586646
0.998385523,-0.074160481
0.998366304,-0.075763508
0.998346796,-0.077398547
0.998326996,-0.079068006
0.998306902,-0.080773488
0.998286509,-0.082516034
0.998265815,-0.084296196
0.998244818,-0.086114028
0.998223514,-0.087969111
0.998201901,-0.089860624
0.998179977,-0.09178713
0.998157741,-0.093746658
0.998135191,-0.095736434
0.998112324,-0.097752871
0.998089142,-0.099791376
0.998065643,-0.101846122
0.998041826,-0.103909779
0.998017694,-0.105973154
0.997993245,-0.108024915
0.997968481,-0.110051192
0.997943405,-0.11203474
0.997918019,-0.113954554
0.997892324,-0.115784712
0.997866326,-0.117493757
0.997840027,-0.119043345
0.997813432,-0.120386926
0.997786547,-0.121467535
0.997759375,-0.122216543
0.997731924,-0.122550777
0.997704198,-0.122369348
0.997676203,-0.121550486
0.997647944,-0.11994726
0.997619425,-0.117382528
0.997590647,-0.113643217
0.997561612,-0.108473195
0.997532313,-0.101565354
0.99750274,-0.092552395
0.997472874,-0.080996464
0.997442683,-0.06637827
0.997412119,-0.048086221
0.997381107,-0.025407533
0.997349541,0.002475454
0.997317265,0.036477994
0.997284059,0.077583512
0.997249614,0.126773528
0.997213505,0.184882263
0.997175159,0.252315573
0.997133828,0.328532707
0.997088597,0.411160877
0.997038456,0.494811658
0.996982533,0.570762015
0.996920498,0.630322196
0.996852976,0.670727529
0.996781613,0.695287995
0.996708759,0.708528922
0.996636912,0.713553245
0.996567959,0.711950106
0.996502567,0.704180121
0.996440088,0.689763223
0.996379032,0.667458213
0.99631769,0.635808535
0.996254544,0.594307328
0.996188452,0.544579089
0.996118706,0.490179334
0.996044987,0.435032352
0.995967258,0.382133628
0.995885632,0.333246102
0.99580027,0.28915686
0.995711328,0.250027068
0.995618922,0.215663074
0.995523124,0.18569212
0.995423958,0.159668579
0.995321407,0.137134149
0.995215418,0.11765011
0.995105907,0.100812413
0.994992765,0.086259119
0.99487586,0.073670971
0.994755041,0.062769254
0.994630141,0.053312707
0.994500975,0.045093141
0.994367344,0.037932129
0.994229036,0.031676709
0.994085823,0.026196144
0.993937461,0.021378808
0.993783692,0.017129479
0.993624243,0.013367065
0.993458821,0.010022386
0.993287118,0.007036555
0.993108805,0.004359549
0.992923532,0.001948691
0.992730928,-0.00023212
0.992530597,-0.002213471
0.992322118,-0.00402124
0.992105041,-0.005677127
0.991878888,-0.007199155
0.991643145,-0.008602433
0.991397265,-0.009899169
0.991140664,-0.011099161
0.990872713,-0.012210166
0.99059274,-0.013237957
0.990300024,-0.014186631
0.98999379,-0.015058696
0.989673204,-0.015855177
0.98933737,-0.016575864
0.988985321,-0.017219299
0.988616016,-0.017782814
0.988228328,-0.018262712
0.987821041,-0.018654233
0.987392837,-0.018951563
0.986942289,-0.019148041
0.986467848,-0.019236014
0.985967828,-0.019206963
0.985440397,-0.019051654
0.984883558,-0.018759955
0.984295129,-0.01832092
0.983672724,-0.017722934
0.983013732,-0.016953688
0.982315284,-0.016000221
0.981574229,-0.01484904
0.980787092,-0.013485924
0.979950039,-0.01189637
0.979058827,-0.010065504
0.978108748,-0.007977985
0.97709457,-0.005618194
0.976010459,-0.002970602
0.974849897,-1.95E-05
0.973605572,0.003250674
0.972269266,0.006855157
0.970831707,0.010809021
0.969282403,0.015126624
0.967609441,0.019821542
0.96579925,0.024906495
0.963836302,0.030393077
0.961702779,0.036291362
0.959378152,0.042609845
0.956838682,0.049354975
0.954056824,0.05653085
0.951000499,0.064138972
0.947632245,0.072177552
0.943908187,0.080641536
0.93977686,0.089521471
0.935177836,0.098803445
0.93004021,0.108468295
0.924280999,0.11849091
0.917803616,0.128839504
0.910496659,0.139474875
0.902233467,0.150349661
0.892873087,0.161407723
0.882263514,0.172583725
0.870248167,0.183803136
0.856676355,0.194982749
0.84141773,0.206032055
0.824379386,0.216855485
0.805522517,0.227355527
0.784874477,0.23743643
0.7625324,0.247008031
0.738656806,0.255989149
0.713456913,0.264310109
0.687171503,0.271914232
0.660049969,0.278758216
0.632336724,0.284811667
0.604260489,0.290056084
0.576028147,0.294483521
0.547822277,0.298095119
0.519801141,0.300899717
0.492100213,0.30291254
0.464834287,0.30415408
0.438099858,0.304649128
0.411977426,0.304425964
0.386533601,0.303515674
0.361822941,0.301951591
0.337889534,0.299768818
0.314768325,0.297003855
0.292486266,0.293694248
0.271063273,0.289878287
0.250513043,0.285594725
0.230843736,0.280882534
0.212058577,0.275780658
0.194156374,0.270327792
0.177131983,0.264562169
0.160976715,0.25852135
0.145678724,0.252242039
0.131223347,0.245759898
0.117593431,0.23910938
0.104769635,0.232323585
0.092730713,0.225434125
0.081453788,0.218471013
0.070914604,0.211462574
0.061087761,0.20443538
0.05194694,0.197414196
0.043465121,0.19042196
0.035614789,0.183479766
0.028368123,0.176606867
0.021697168,0.169820698
0.015573987,0.163136912
0.009970813,0.156569435
0.004860176,0.15013052
0.00021502,0.143830821
-0.003991197,0.137679471
-0.00778441,0.131684163
-0.011189868,0.125851249
-0.014232054,0.120185811
-0.016934635,0.11469175
-0.01932042,0.109371879
-0.021411327,0.104228018
-0.023228377,0.099261082
-0.024791659,0.094471162
-0.026120304,0.089857608
-0.0272325,0.085419102
-0.028145501,0.081153736
-0.028875641,0.077059081
-0.029438335,0.073132254
-0.029848104,0.06936998
-0.030118596,0.06576865
-0.03026261,0.062324372
-0.030292124,0.05903302
-0.030218323,0.055890276
-0.030051632,0.052891671
-0.029801754,0.050032625
-0.029477699,0.047308483
-0.029087815,0.044714542
-0.028639812,0.042246081
-0.028140798,0.039898377
-0.027597312,0.037666728
-0.027015358,0.035546473
-0.026400439,0.033533006
-0.025757579,0.031621792
-0.02509136,0.029808379
-0.024405942,0.028088406
-0.023705093,0.026457612
-0.022992218,0.024911842
-0.022270375,0.023447053
-0.021542309,0.022059317
-0.020810466,0.020744824
-0.020077018,0.019499886
-0.019343882,0.018320935
-0.01861274,0.017204526
-0.017885054,0.016147334
-0.017162086,0.015146155
-0.016444909,0.014197903
-0.015734427,0.013299608
-0.015031384,0.012448413
-0.014336381,0.011641573
-0.013649884,0.010876449
-0.012972237,0.010150506
-0.012303672,0.009461309
-0.011644322,0.008806518
-0.010994223,0.008183887
-0.010353329,0.007591254
-0.009721518,0.007026544
-0.009098597,0.006487758
-0.008484312,0.005972975
-0.007878349,0.00548034
-0.007280348,0.005008067
-0.006689898,0.004554431
-0.00610655,0.004117761
-0.005529815,0.00369644
-0.004959176,0.003288901
-0.00439408,0.002893616
-0.003833955,0.002509097
-0.003278203,0.002133892
-0.002726206,0.001766577
-0.002177333,0.001405752
-0.001630937,0.001050038
-0.001086361,0.000698075
-0.000542939,0.00034851
0,0
0.157691144,-0.792568373
0.249302425,-0.792196896
0.296156868,-0.79182294
0.353367687,-0.791384176
0.413898028,-0.790849072
0.474833954,-0.790186663
0.534714025,-0.789357839
0.592705173,-0.788307858
0.648250827,-0.786955581
0.700879701,-0.785175002
0.750073353,-0.78276062
0.795160734,-0.779357843
0.835263624,-0.774313034
0.869392276,-0.766330262
0.896803754,-0.752690028
0.917465271,-0.727980392
0.932126931,-0.685284287
0.941936947,-0.624458018
0.94811698,-0.55334306
0.951714839,-0.478642097
0.953435189,-0.403620964
0.953664434,-0.329637974
0.952549186,-0.257215471
0.950042392,-0.186521981
0.945905574,-0.117591408
0.939670676,-0.05043914
0.930570727,0.01485987
0.917478126,0.0781073
0.898964286,0.138935241
0.873647084,0.196805104
0.840776805,0.251075746
0.800579531,0.301112533
0.754027994,0.346373886
0.702373273,0.38644914
0.646843324,0.421065005
0.588552026,0.450080727
0.528509015,0.473478947
0.46765512,0.491351802
0.40689776,0.503882046
0.347143181,0.511322785
0.289327661,0.513982618
0.23444671,0.512222618
0.183571511,0.506466744
0.137824486,0.497219355
0.098266887,0.485075021
0.065663111,0.470701724
0.040182022,0.454787449
0.021238365,0.437964932
0.007651786,0.420749868
-0.00196819,0.403518123
-0.008878173,0.386518602
-0.014044477,0.369902538
-0.018139688,0.353753318
-0.021603983,0.338110114
-0.024713466,0.322984541
-0.027634381,0.308371775
-0.030460906,0.294257785
-0.033240186,0.280624003
-0.035988774,0.267450303
-0.038703579,0.254716864
-0.041369354,0.242405289
-0.043963944,0.230499199
-0.046462026,0.218984484
-0.048837772,0.207849306
-0.051066705,0.197083946
-0.05312694,0.186680554
-0.05499995,0.17663285
-0.056670957,0.166935797
-0.058129056,0.157585288
-0.059367137,0.148577848
-0.060381664,0.139910367
-0.06117237,0.131579869
-0.061741897,0.123583318
-0.062095408,0.115917459
-0.06224021,0.1085787
-0.062185371,0.101563019
-0.061941372,0.094865902
-0.06151978,0.088482311
-0.060932955,0.082406669
-0.060193786,0.076632859
-0.059315459,0.071154246
-0.058311259,0.065963707
-0.057194394,0.061053665
-0.055977858,0.056416141
-0.054674302,0.052042798
-0.053295942,0.047924995
-0.051854478,0.044053843
-0.050361035,0.040420254
-0.048826119,0.037015
-0.047259583,0.033828761
-0.045670612,0.030852172
-0.04406771,0.028075874
-0.042458704,0.025490553
-0.040850749,0.023086981
-0.039250339,0.020856053
-0.037663332,0.018788818
-0.036094965,0.016876507
-0.034549887,0.015110562
-0.033032179,0.013482651
-0.031545392,0.011984695
-0.030092574,0.010608878
-0.0286763,0.009347657
-0.027298709,0.00819378
-0.025961533,0.007140283
-0.024666126,0.006180502
-0.023413502,0.005308071
-0.022204358,0.004516926
-0.021039105,0.0038013
-0.019917897,0.003155721
-0.018840658,0.002575009
-0.017807102,0.002054271
-0.016816764,0.001588891
-0.015869014,0.001174527
-0.014963085,0.000807098
-0.014098087,0.000482779
-0.013273027,0.000197991
-0.012486824,-5.06E-05
-0.011738327,-0.000266144
-0.011026325,-0.000451511
-0.010349559,-0.000609408
-0.009706738,-0.000742335
-0.009096545,-0.000852607
-0.008517645,-0.000942364
-0.007968697,-0.001013579
-0.007448357,-0.001068067
-0.006955287,-0.0011075
-0.006488157,-0.001133409
-0.006045653,-0.001147196
-0.005626479,-0.001150143
-0.005229358,-0.001143417
-0.004853038,-0.001128084
-0.004496293,-0.00110511
-0.004157922,-0.001075371
-0.003836752,-0.001039659
-0.003531639,-0.000998691
-0.003241467,-0.000953112
-0.002965147,-0.000903501
-0.002701619,-0.000850381
-0.002449849,-0.000794219
-0.002208829,-0.000735433
-0.001977574,-0.000674398
-0.001755126,-0.000611449
-0.001540543,-0.000546886
-0.001332908,-0.00048098
-0.001131318,-0.000413972
-0.000934888,-0.000346084
-0.000742747,-0.000277516
-0.000554034,-0.000208453
-0.0003679,-0.000139071
-0.000183501,-6.95E-05
